Name,Date_measured,Date_sowing,Experiment,PlantNo,Remark,Stem_length,germination,Deformity,Thickness_1st_right,Thickness_1st_left
Murakami_2015,20160102,20151225,1601,45,,2.46,1,2,,
Murakami_2015,20160102,20151225,1601,46,,1.8,1,,,
Murakami_2015,20160102,20151225,1601,47,,NA,0,,,
Murakami_2015,20160102,20151225,1601,48,,2.09,1,,,
Murakami_2015,20160102,20151225,1601,49,,1.3,1,,,
Murakami_2015,20160102,20151225,1601,50,,1.4,1,,,
Murakami_2015,20160102,20151225,1601,51,,NA,1,,,
Murakami_2015,20160102,20151225,1601,52,,1.59,1,,,
Murakami_2015,20160102,20151225,1601,53,,1.86,1,,,
Murakami_2015,20160102,20151225,1601,54,,1.7,1,,,
Murakami_2015,20160102,20151225,1601,55,,1.83,1,,,
Murakami_2015,20160102,20151225,1601,56,,1.71,1,,,
Murakami_2015,20160102,20151225,1601,57,,1.8,1,,,
Murakami_2015,20160102,20151225,1601,58,,1.68,1,,,
Murakami_2015,20160102,20151225,1601,59,,1.36,1,2,,
Murakami_2015,20160102,20151225,1601,60,,1.45,1,-1,,
Murakami_2015,20160102,20151225,1601,61,,1.68,1,2,,
Murakami_2015,20160102,20151225,1601,62,,1.28,1,,,
Murakami_2015,20160102,20151225,1601,63,,1.44,1,,,
Murakami_2015,20160102,20151225,1601,64,,1.35,1,,,
Murakami_2015,20160102,20151225,1601,65,,1.31,1,1,,
Murakami_2015,20160102,20151225,1601,66,,1.61,1,,,
Murakami_2015,20160102,20151225,1601,67,,1.38,1,,,
Murakami_2015,20160102,20151225,1601,68,,1.33,1,-1,,
Murakami_2015,20160102,20151225,1601,69,,1.58,1,,,
Murakami_2015,20160102,20151225,1601,70,,1.36,1,,,
Murakami_2015,20160102,20151225,1601,71,,1.4,1,,,
Murakami_2015,20160102,20151225,1601,72,,1.31,1,,,
Murakami_2015,20160102,20151225,1601,73,,1.33,1,1,,
Murakami_2015,20160102,20151225,1601,74,,1.23,1,,,
Murakami_2015,20160102,20151225,1601,75,,1.43,1,,,
Murakami_2015,20160102,20151225,1601,76,,1.65,1,,,
Murakami_2015,20160102,20151225,1601,77,,2.06,1,,,
Murakami_2015,20160102,20151225,1601,78,,1.01,1,,,
Murakami_2015,20160102,20151225,1601,79,,1.72,1,-1,,
Murakami_2015,20160102,20151225,1601,80,,1.95,1,,,
Murakami_2015,20160102,20151225,1601,81,,1.76,1,,,
Murakami_2015,20160102,20151225,1601,82,,1.77,1,,,
Murakami_2015,20160102,20151225,1601,83,,1.44,1,,,
Murakami_2015,20160102,20151225,1601,84,,1.26,1,,,
Murakami_2015,20160102,20151225,1601,85,,1.3,1,,,
Murakami_2015,20160102,20151225,1601,86,,1.43,1,-1,,
Murakami_2015,20160102,20151225,1601,87,,2.11,1,1,,
Murakami_2015,20160102,20151225,1601,88,,1.32,1,,,
Murakami_2015,20160102,20151225,1601,89,,1.24,1,,,
Murakami_2015,20160102,20151225,1601,90,,1.61,1,-1,,
Murakami_2015,20160102,20151225,1601,91,,1.4,1,-1,,
Murakami_2015,20160102,20151225,1601,92,,1.3,1,,,
Murakami_2015,20160102,20151225,1601,93,,1.47,1,,,
Murakami_2015,20160102,20151225,1601,94,,1.44,1,,,
Murakami_2015,20160102,20151225,1601,95,,1.94,1,,,
Murakami_2015,20160102,20151225,1601,96,,1.56,1,-1,,
Murakami_2015,20160106,20151229,1602,1,W,2.18,1,-1,,
Murakami_2015,20160106,20151229,1602,5,W,2.32,1,-1,,
Murakami_2015,20160106,20151229,1602,7,W,1.97,1,-1,,
Murakami_2015,20160106,20151229,1602,18,W,1.74,1,-1,,
Murakami_2015,20160106,20151229,1602,19,W,2.04,1,-1,,
Murakami_2015,20160106,20151229,1602,22,W,1.78,1,-1,,
Murakami_2015,20160106,20151229,1602,2,,,1,,,
Murakami_2015,20160106,20151229,1602,3,,1.56,1,,,
Murakami_2015,20160106,20151229,1602,4,,,1,2,,
Murakami_2015,20160106,20151229,1602,6,,1.89,1,,,
Murakami_2015,20160106,20151229,1602,8,,1.88,1,,,
Murakami_2015,20160106,20151229,1602,9,,2.51,1,,,
Murakami_2015,20160106,20151229,1602,10,,1.55,1,-1,,
Murakami_2015,20160106,20151229,1602,11,,1.99,1,,,
Murakami_2015,20160106,20151229,1602,12,,1.83,1,2,,
Murakami_2015,20160106,20151229,1602,13,,1.78,1,,,
Murakami_2015,20160106,20151229,1602,14,,2.11,1,,,
Murakami_2015,20160106,20151229,1602,15,,2.31,1,,,
Murakami_2015,20160106,20151229,1602,16,,2,1,2,,
Murakami_2015,20160106,20151229,1602,17,,,1,,,
Murakami_2015,20160106,20151229,1602,20,,1.66,1,,,
Murakami_2015,20160106,20151229,1602,21,,1.91,1,1,,
Murakami_2015,20160106,20151229,1602,23,,1.47,1,,,
Murakami_2015,20160106,20151229,1602,24,,,1,,,
Murakami_2015,20160108,20151229,1602,4,ON100s,3.67,1,-1,,
Murakami_2015,20160108,20151229,1602,10,ON100s,2.81,1,-1,,
Murakami_2015,20160108,20151229,1602,14,ON100s,3.3,1,-1,,
Murakami_2015,20160108,20151229,1602,15,ON100s,3.04,1,-1,,
Murakami_2015,20160108,20151229,1602,13,ON600s,2.02,1,-1,,
Murakami_2015,20160108,20151229,1602,17,ON600s,3.51,1,-1,,
Murakami_2015,20160108,20151229,1602,19,ON600s,3.27,1,-1,,
Murakami_2015,20160108,20151229,1602,23,ON600s,3.39,1,-1,,
Murakami_2015,20160110,20151229,1602,4,ON100s,3.45,1,-1,,
Murakami_2015,20160110,20151229,1602,10,ON100s,3.77,1,-1,,
Murakami_2015,20160110,20151229,1602,14,ON100s,4.38,1,-1,,
Murakami_2015,20160110,20151229,1602,15,ON100s,3.79,1,-1,,
Murakami_2015,20160110,20151229,1602,13,ON600s,3.39,1,-1,,
Murakami_2015,20160110,20151229,1602,17,ON600s,3.92,1,-1,,
Murakami_2015,20160110,20151229,1602,19,ON600s,3.41,1,-1,,
Murakami_2015,20160110,20151229,1602,23,ON600s,3.56,1,-1,,
Murakami_2015,20160112,20151229,1602,4,ON100s,4.47,1,-1,,
Murakami_2015,20160110,20151229,1602,10,ON100s,4.01,1,-1,,
Murakami_2015,20160110,20151229,1602,14,ON100s,4.37,1,-1,,
Murakami_2015,20160110,20151229,1602,15,ON100s,3.71,1,-1,,
Murakami_2015,20160110,20151229,1602,13,ON600s,4.29,1,-1,,
Murakami_2015,20160110,20151229,1602,17,ON600s,4.04,1,-1,,
Murakami_2015,20160110,20151229,1602,19,ON600s,4.05,1,-1,,
Murakami_2015,20160110,20151229,1602,23,ON600s,3.76,1,-1,,
Murakami_2015,20160116,20160108,1603,1,,1.64,1,1,,
Murakami_2015,20160116,20160108,1603,2,,NA,1,,,
Murakami_2015,20160116,20160108,1603,3,,NA,1,,,
Murakami_2015,20160116,20160108,1603,4,,1.5,1,1,,
Murakami_2015,20160116,20160108,1603,5,,NA,1,,,
Murakami_2015,20160116,20160108,1603,6,,1.31,1,,,
Murakami_2015,20160116,20160108,1603,7,,NA,0,,,
Murakami_2015,20160116,20160108,1603,8,,NA,1,,,
Murakami_2015,20160116,20160108,1603,9,,NA,1,,,
Murakami_2015,20160116,20160108,1603,10,,1.2,1,,,
Murakami_2015,20160116,20160108,1603,11,,1.26,1,1,,
Murakami_2015,20160116,20160108,1603,12,,NA,1,,,
Murakami_2015,20160116,20160108,1603,13,,1.6,1,1,,
Murakami_2015,20160116,20160108,1603,14,,1.68,1,1,,
Murakami_2015,20160116,20160108,1603,15,,NA,1,,,
Murakami_2015,20160116,20160108,1603,16,,NA,1,,,
Murakami_2015,20160116,20160108,1603,17,,NA,1,,,
Murakami_2015,20160116,20160108,1603,18,,2.07,1,-1,,
Murakami_2015,20160116,20160108,1603,19,,1.88,1,,,
Murakami_2015,20160116,20160108,1603,20,,NA,1,,,
Murakami_2015,20160116,20160108,1603,21,,NA,1,,,
Murakami_2015,20160116,20160108,1603,22,,NA,1,,,
Murakami_2015,20160116,20160108,1603,23,,NA,1,,,
Murakami_2015,20160116,20160108,1603,24,,NA,1,,,
Murakami_2015,20160116,20160108,1603,25,,NA,1,,,
Murakami_2015,20160116,20160108,1603,26,,NA,1,,,
Murakami_2015,20160116,20160108,1603,27,,NA,1,,,
Murakami_2015,20160116,20160108,1603,28,,2.09,1,,,
Murakami_2015,20160116,20160108,1603,29,,NA,1,,,
Murakami_2015,20160116,20160108,1603,30,,NA,1,,,
Murakami_2015,20160116,20160108,1603,31,,1.15,1,1,,
Murakami_2015,20160116,20160108,1603,32,,1,1,1,,
Murakami_2015,20160116,20160108,1603,33,,NA,1,,,
Murakami_2015,20160116,20160108,1603,34,,1.26,1,,,
Murakami_2015,20160116,20160108,1603,35,,1.02,1,,,
Murakami_2015,20160116,20160108,1603,36,,NA,1,,,
Murakami_2015,20160116,20160108,1603,37,,NA,1,,,
Murakami_2015,20160116,20160108,1603,38,,NA,1,,,
Murakami_2015,20160116,20160108,1603,39,,NA,1,,,
Murakami_2015,20160116,20160108,1603,40,,NA,1,,,
Murakami_2015,20160116,20160108,1603,41,,1.43,1,1,,
Murakami_2015,20160116,20160108,1603,42,,NA,1,,,
Murakami_2015,20160116,20160108,1603,43,,1.6,1,,,
Murakami_2015,20160116,20160108,1603,44,,2.03,1,-1,,
Murakami_2015,20160116,20160108,1603,45,,2.74,1,1,,
Murakami_2015,20160116,20160108,1603,46,,NA,1,,,
Murakami_2015,20160116,20160108,1603,47,,1.84,1,1,,
Murakami_2015,20160116,20160108,1603,48,,1.34,1,1,,
Murakami_2015,20160116,20160108,1603,49,,NA,1,,,
Murakami_2015,20160116,20160108,1603,50,,NA,1,,,
Murakami_2015,20160116,20160108,1603,51,,1.44,1,1,,
Murakami_2015,20160116,20160108,1603,52,,1.92,1,1,,
Murakami_2015,20160116,20160108,1603,53,,NA,1,,,
Murakami_2015,20160116,20160108,1603,54,,1.86,1,1,,
Murakami_2015,20160116,20160108,1603,55,,1.39,1,1,,
Murakami_2015,20160116,20160108,1603,56,,1.59,1,,,
Murakami_2015,20160116,20160108,1603,57,,NA,1,,,
Murakami_2015,20160116,20160108,1603,58,,1.33,1,1,,
Murakami_2015,20160116,20160108,1603,59,,NA,1,,,
Murakami_2015,20160116,20160108,1603,60,,NA,1,,,
Murakami_2015,20160116,20160108,1603,61,,NA,1,,,
Murakami_2015,20160116,20160108,1603,62,,NA,1,,,
Murakami_2015,20160116,20160108,1603,63,,NA,1,,,
Murakami_2015,20160116,20160108,1603,64,,NA,1,,,
Murakami_2015,20160116,20160108,1603,65,,1.52,1,,,
Murakami_2015,20160116,20160108,1603,66,,NA,1,,,
Murakami_2015,20160116,20160108,1603,67,,NA,1,,,
Murakami_2015,20160116,20160108,1603,68,,NA,1,,,
Murakami_2015,20160116,20160108,1603,69,,1.13,1,,,
Murakami_2015,20160116,20160108,1603,70,,1.6,1,1,,
Murakami_2015,20160116,20160108,1603,71,,1.73,1,1,,
Murakami_2015,20160116,20160108,1603,72,,NA,1,,,
Murakami_2015,20160116,20160108,1603,73,,1.62,1,1,,
Murakami_2015,20160116,20160108,1603,74,,1.6,1,,,
Murakami_2015,20160116,20160108,1603,75,,1.92,1,,,
Murakami_2015,20160116,20160108,1603,76,,1.86,1,1,,
Murakami_2015,20160116,20160108,1603,77,,1.68,1,,,
Murakami_2015,20160116,20160108,1603,78,,1.9,1,,,
Murakami_2015,20160116,20160108,1603,79,,2.17,1,,,
Murakami_2015,20160116,20160108,1603,80,,2.49,1,,,
Murakami_2015,20160116,20160108,1603,81,,2.12,1,-1,,
Murakami_2015,20160116,20160108,1603,82,,1.9,1,-1,,
Murakami_2015,20160116,20160108,1603,83,,1.47,1,,,
Murakami_2015,20160116,20160108,1603,84,,1.8,1,,,
Murakami_2015,20160116,20160108,1603,85,,1.83,1,-1,,
Murakami_2015,20160116,20160108,1603,86,,1.69,1,,,
Murakami_2015,20160116,20160108,1603,87,,2.03,1,,,
Murakami_2015,20160116,20160108,1603,88,,NA,1,,,
Murakami_2015,20160116,20160108,1603,89,,1.54,1,,,
Murakami_2015,20160116,20160108,1603,90,,1.46,1,1,,
Murakami_2015,20160116,20160108,1603,91,,1.53,1,-1,,
Murakami_2015,20160116,20160108,1603,92,,2.3,1,,,
Murakami_2015,20160116,20160108,1603,93,,2.38,1,-1,,
Murakami_2015,20160116,20160108,1603,94,,1.8,1,-1,,
Murakami_2015,20160116,20160108,1603,95,,2.43,1,,,
Murakami_2015,20160116,20160108,1603,96,,2.67,1,1,,
Murakami_2015,20160123,20160115,1604,5,,1.37,1,,,
Murakami_2015,20160123,20160115,1604,20,W,1.4,1,,,
Murakami_2015,20160123,20160115,1604,22,,1.51,1,,,
Murakami_2015,20160123,20160115,1604,8,ON100s,1.55,1,-1,,
Murakami_2015,20160123,20160115,1604,7,,1.6,1,2,,
Murakami_2015,20160123,20160115,1604,1,,1.66,1,,,
Murakami_2015,20160123,20160115,1604,24,,1.76,1,,,
Murakami_2015,20160123,20160115,1604,4,ON600s,1.77,1,-1,,
Murakami_2015,20160123,20160115,1604,2,,1.86,1,,,
Murakami_2015,20160123,20160115,1604,13,ON600s,1.88,1,-1,,
Murakami_2015,20160123,20160115,1604,17,,1.92,1,1,,
Murakami_2015,20160123,20160115,1604,14,ON100s,2.03,1,-1,,
Murakami_2015,20160123,20160115,1604,11,,2.05,1,2,,
Murakami_2015,20160123,20160115,1604,15,ON100s,2.06,1,-1,,
Murakami_2015,20160123,20160115,1604,21,W,2.08,1,,,
Murakami_2015,20160123,20160115,1604,19,ON600s,2.14,1,-1,,
Murakami_2015,20160123,20160115,1604,23,,2.16,1,,,
Murakami_2015,20160123,20160115,1604,9,,2.18,1,,,
Murakami_2015,20160123,20160115,1604,16,,2.23,1,2,,
Murakami_2015,20160123,20160115,1604,10,W,2.27,1,,,
Murakami_2015,20160123,20160115,1604,18,ON600s,2.28,1,,,
Murakami_2015,20160123,20160115,1604,6,ON100s,2.34,1,-1,,
Murakami_2015,20160123,20160115,1604,12,W,2.38,1,,,
Murakami_2015,20160123,20160115,1604,3,,2.59,1,1,,
Murakami_2015,20160125,20160115,1604,10,W,3.06,1,-1,,
Murakami_2015,20160125,20160115,1604,12,W,3.52,1,-1,,
Murakami_2015,20160125,20160115,1604,20,W,2.26,1,-1,,
Murakami_2015,20160125,20160115,1604,21,W,3.47,1,-1,,
Murakami_2015,20160125,20160115,1604,6,ON100s,3.23,1,-1,,
Murakami_2015,20160125,20160115,1604,8,ON100s,2.43,1,-1,,
Murakami_2015,20160125,20160115,1604,14,ON100s,2.91,1,-1,,
Murakami_2015,20160125,20160115,1604,15,ON100s,2.91,1,-1,,
Murakami_2015,20160125,20160115,1604,4,ON600s,2.77,1,-1,,
Murakami_2015,20160125,20160115,1604,13,ON600s,2.68,1,-1,,
Murakami_2015,20160125,20160115,1604,18,ON600s,3.32,1,-1,,
Murakami_2015,20160125,20160115,1604,19,ON600s,3.01,1,-1,,
Murakami_2015,20160127,20160115,1604,10,W,3.67,1,-1,,
Murakami_2015,20160127,20160115,1604,12,W,3.99,1,-1,,
Murakami_2015,20160127,20160115,1604,20,W,2.93,1,-1,,
Murakami_2015,20160127,20160115,1604,21,W,3.25,1,-1,,
Murakami_2015,20160127,20160115,1604,6,ON100s,3.94,1,-1,,
Murakami_2015,20160127,20160115,1604,8,ON100s,3.23,1,-1,,
Murakami_2015,20160127,20160115,1604,14,ON100s,3.64,1,-1,,
Murakami_2015,20160127,20160115,1604,15,ON100s,4.18,1,-1,,
Murakami_2015,20160127,20160115,1604,4,ON600s,3.72,1,-1,,
Murakami_2015,20160127,20160115,1604,13,ON600s,3.47,1,-1,,
Murakami_2015,20160127,20160115,1604,18,ON600s,4.11,1,-1,,
Murakami_2015,20160127,20160115,1604,19,ON600s,4,1,-1,,
Murakami_2015,20160129,20160115,1604,10,W,3.8,1,-1,,
Murakami_2015,20160129,20160115,1604,12,W,4.32,1,-1,,
Murakami_2015,20160129,20160115,1604,20,W,2.9,1,-1,,
Murakami_2015,20160129,20160115,1604,21,W,3.75,1,-1,,
Murakami_2015,20160129,20160115,1604,6,ON100s,4.16,1,-1,,
Murakami_2015,20160129,20160115,1604,8,ON100s,3.04,1,-1,,
Murakami_2015,20160129,20160115,1604,14,ON100s,4.13,1,-1,,
Murakami_2015,20160129,20160115,1604,15,ON100s,4.04,1,-1,,
Murakami_2015,20160129,20160115,1604,4,ON600s,3.43,1,-1,,
Murakami_2015,20160129,20160115,1604,13,ON600s,3.52,1,-1,,
Murakami_2015,20160129,20160115,1604,18,ON600s,4.08,1,-1,,
Murakami_2015,20160129,20160115,1604,19,ON600s,4.37,1,-1,,
Murakami_2015,20160211,20160203,1605,1,,1.44,1,,,
Murakami_2015,20160211,20160203,1605,2,,1.47,1,,,
Murakami_2015,20160211,20160203,1605,3,,1.78,1,,,
Murakami_2015,20160211,20160203,1605,4,,1.96,1,,,
Murakami_2015,20160211,20160203,1605,5,ON600s,1.5,1,-1,,
Murakami_2015,20160211,20160203,1605,6,,NA,1,,,
Murakami_2015,20160211,20160203,1605,7,,2.69,1,1,,
Murakami_2015,20160211,20160203,1605,8,W,1.24,1,,,
Murakami_2015,20160211,20160203,1605,9,ON10s,2.06,1,-1,,
Murakami_2015,20160211,20160203,1605,10,ON600s,1.98,1,-1,,
Murakami_2015,20160211,20160203,1605,11,ON600s,2.4,1,-1,,
Murakami_2015,20160211,20160203,1605,12,W,1.72,1,,,
Murakami_2015,20160211,20160203,1605,13,,3.16,1,,,
Murakami_2015,20160211,20160203,1605,14,,2.16,1,1,,
Murakami_2015,20160211,20160203,1605,15,W,2.33,1,,,
Murakami_2015,20160211,20160203,1605,16,ON600s,1.56,1,-1,,
Murakami_2015,20160211,20160203,1605,17,ON10s,2.02,1,-1,,
Murakami_2015,20160211,20160203,1605,18,,2.94,1,,,
Murakami_2015,20160211,20160203,1605,19,W,2.44,1,,,
Murakami_2015,20160211,20160203,1605,20,ON10s,1.43,1,-1,,
Murakami_2015,20160211,20160203,1605,21,,1.87,1,1,,
Murakami_2015,20160211,20160203,1605,22,,1.72,1,1,,
Murakami_2015,20160211,20160203,1605,23,,1.65,1,1,,
Murakami_2015,20160211,20160203,1605,24,ON10s,1.6,1,-1,,
Murakami_2015,20160213,20160203,1605,8,W,2.25,1,-1,,
Murakami_2015,20160213,20160203,1605,12,W,2.51,1,-1,,
Murakami_2015,20160213,20160203,1605,15,W,3.25,1,-1,,
Murakami_2015,20160213,20160203,1605,19,W,3.68,1,-1,,
Murakami_2015,20160213,20160203,1605,9,ON10s,3.32,1,-1,,
Murakami_2015,20160213,20160203,1605,17,ON10s,3.31,1,-1,,
Murakami_2015,20160213,20160203,1605,20,ON10s,2.11,1,-1,,
Murakami_2015,20160213,20160203,1605,24,ON10s,2.66,1,-1,,
Murakami_2015,20160213,20160203,1605,5,ON600s,2.03,1,-1,,
Murakami_2015,20160213,20160203,1605,10,ON600s,3.63,1,-1,,
Murakami_2015,20160213,20160203,1605,11,ON600s,2.44,1,-1,,
Murakami_2015,20160213,20160203,1605,16,ON600s,3.87,1,-1,,
Murakami_2015,20160215,20160203,1605,8,W,2.71,1,-1,,
Murakami_2015,20160215,20160203,1605,12,W,3.39,1,-1,,
Murakami_2015,20160215,20160203,1605,15,W,3.17,1,-1,,
Murakami_2015,20160215,20160203,1605,19,W,3.68,1,-1,,
Murakami_2015,20160215,20160203,1605,9,ON10s,3.87,1,-1,,
Murakami_2015,20160215,20160203,1605,17,ON10s,3.8,1,-1,,
Murakami_2015,20160215,20160203,1605,20,ON10s,3.96,1,-1,,
Murakami_2015,20160215,20160203,1605,24,ON10s,4.21,1,-1,,
Murakami_2015,20160215,20160203,1605,5,ON600s,4.05,1,-1,,
Murakami_2015,20160215,20160203,1605,10,ON600s,4.21,1,-1,,
Murakami_2015,20160215,20160203,1605,11,ON600s,4.04,1,-1,,
Murakami_2015,20160215,20160203,1605,16,ON600s,3.63,1,-1,,
Murakami_2015,20160217,20160203,1605,8,W,4.25,1,-1,,
Murakami_2015,20160217,20160203,1605,12,W,3.6,1,-1,,
Murakami_2015,20160217,20160203,1605,15,W,4.32,1,-1,,
Murakami_2015,20160217,20160203,1605,19,W,3.94,1,-1,,
Murakami_2015,20160217,20160203,1605,9,ON10s,3.79,1,-1,,
Murakami_2015,20160217,20160203,1605,17,ON10s,4.36,1,-1,,
Murakami_2015,20160217,20160203,1605,20,ON10s,4.08,1,-1,,
Murakami_2015,20160217,20160203,1605,24,ON10s,4.14,1,-1,,
Murakami_2015,20160217,20160203,1605,5,ON600s,3.21,1,-1,,
Murakami_2015,20160217,20160203,1605,10,ON600s,3.87,1,-1,,
Murakami_2015,20160217,20160203,1605,11,ON600s,4.82,1,-1,,
Murakami_2015,20160217,20160203,1605,16,ON600s,3.29,1,-1,,
Murakami_2015,20160401,20160324,1606,1,,1.75,1,1,,
