Name,Date_measured,Date_sowing,Experiment,PlantNo,Remark,Stem_length,germination,Deformity,Thickness_1st_right,Thickness_1st_left
Murakami_2015,20160401,20160324,1606,2,W,2.06,1,-1,,
Murakami_2015,20160401,20160324,1606,3,,1.45,1,,,
Murakami_2015,20160401,20160324,1606,4,,1.5,1,,,
Murakami_2015,20160401,20160324,1606,5,W,1.97,1,-1,,
Murakami_2015,20160401,20160324,1606,6,,0.97,1,1,,
Murakami_2015,20160401,20160324,1606,7,,1.73,1,,,
Murakami_2015,20160401,20160324,1606,8,WFR,1.88,1,-1,,
Murakami_2015,20160401,20160324,1606,9,,1.43,1,,,
Murakami_2015,20160401,20160324,1606,10,,1.42,1,,,
Murakami_2015,20160401,20160324,1606,11,WFR,2.11,1,-1,,
Murakami_2015,20160401,20160324,1606,12,W,1.92,1,-1,,
Murakami_2015,20160401,20160324,1606,13,W,1.64,1,-1,,
Murakami_2015,20160401,20160324,1606,14,,NA,1,,,
Murakami_2015,20160401,20160324,1606,15,,1.79,1,,,
Murakami_2015,20160401,20160324,1606,16,,NA,1,,,
Murakami_2015,20160401,20160324,1606,17,WFR,2,1,-1,,
Murakami_2015,20160401,20160324,1606,18,,1.81,1,,,
Murakami_2015,20160401,20160324,1606,19,,1.77,1,,,
Murakami_2015,20160401,20160324,1606,20,,1.59,1,,,
Murakami_2015,20160401,20160324,1606,21,,NA,1,2,,
Murakami_2015,20160401,20160324,1606,22,,1.44,1,,,
Murakami_2015,20160401,20160324,1606,23,,2.12,1,,,
Murakami_2015,20160401,20160324,1606,24,,NA,1,,,
Murakami_2015,20160401,20160324,1606,25,WFR,2.31,1,-1,,
Murakami_2015,20160401,20160324,1606,26,,NA,1,,,
Murakami_2015,20160401,20160324,1606,27,,NA,1,,,
Murakami_2015,20160401,20160324,1606,28,W,1.99,1,-1,,
Murakami_2015,20160401,20160324,1606,29,WFR,1.93,1,-1,,
Murakami_2015,20160401,20160324,1606,30,,1.81,1,,,
Murakami_2015,20160401,20160324,1606,31,WFR,1.72,1,-1,,
Murakami_2015,20160401,20160324,1606,32,W,2.51,1,-1,,
Murakami_2015,20160403,20160324,1606,2,W,2.85,1,-1,,
Murakami_2015,20160403,20160324,1606,5,W,3.06,1,-1,,
Murakami_2015,20160403,20160324,1606,12,W,3.09,1,-1,,
Murakami_2015,20160403,20160324,1606,13,W,3.31,1,-1,,
Murakami_2015,20160403,20160324,1606,28,W,2.98,1,-1,,
Murakami_2015,20160403,20160324,1606,32,W,2.56,1,-1,,
Murakami_2015,20160403,20160324,1606,8,WFR,4.32,1,-1,,
Murakami_2015,20160403,20160324,1606,11,WFR,4.17,1,-1,,
Murakami_2015,20160403,20160324,1606,17,WFR,4.48,1,-1,,
Murakami_2015,20160403,20160324,1606,25,WFR,3.89,1,-1,,
Murakami_2015,20160403,20160324,1606,29,WFR,4.15,1,-1,,
Murakami_2015,20160403,20160324,1606,31,WFR,4.66,1,-1,,
Murakami_2015,20160405,20160324,1606,2,W,3.15,1,-1,,
Murakami_2015,20160405,20160324,1606,5,W,3.21,1,-1,,
Murakami_2015,20160405,20160324,1606,12,W,3.6,1,-1,,
Murakami_2015,20160405,20160324,1606,13,W,3.17,1,-1,,
Murakami_2015,20160405,20160324,1606,28,W,3.11,1,-1,,
Murakami_2015,20160405,20160324,1606,32,W,2.7,1,-1,,
Murakami_2015,20160405,20160324,1606,8,WFR,7.2,1,-1,,
Murakami_2015,20160405,20160324,1606,11,WFR,7.3,1,-1,,
Murakami_2015,20160405,20160324,1606,17,WFR,6.64,1,-1,,
Murakami_2015,20160405,20160324,1606,25,WFR,6.83,1,-1,,
Murakami_2015,20160405,20160324,1606,29,WFR,6.06,1,-1,,
Murakami_2015,20160405,20160324,1606,31,WFR,7.72,1,-1,,
Murakami_2015,20160407,20160324,1606,2,W,3.26,1,-1,,
Murakami_2015,20160407,20160324,1606,5,W,3.86,1,-1,,
Murakami_2015,20160407,20160324,1606,12,W,4.04,1,-1,,
Murakami_2015,20160407,20160324,1606,13,W,4.53,1,-1,,
Murakami_2015,20160407,20160324,1606,28,W,3.99,1,-1,,
Murakami_2015,20160407,20160324,1606,32,W,3.44,1,-1,,
Murakami_2015,20160407,20160324,1606,8,WFR,8.38,1,-1,,
Murakami_2015,20160407,20160324,1606,11,WFR,7.56,1,-1,,
Murakami_2015,20160407,20160324,1606,17,WFR,8.43,1,-1,,
Murakami_2015,20160407,20160324,1606,25,WFR,8.01,1,-1,,
Murakami_2015,20160407,20160324,1606,29,WFR,7.8,1,-1,,
Murakami_2015,20160407,20160324,1606,31,WFR,8.53,1,-1,,
Murakami_2015,20160407,20160324,1607,1,,1.71,1,2,,
Murakami_2015,20160407,20160324,1607,2,,1.96,1,2,,
Murakami_2015,20160407,20160324,1607,3,,1.58,1,,,
Murakami_2015,20160407,20160324,1607,4,,1.85,1,,,
Murakami_2015,20160407,20160324,1607,5,W,2.49,1,-1,,
Murakami_2015,20160407,20160324,1607,6,,0.98,1,2,,
Murakami_2015,20160407,20160324,1607,7,WFR,2.36,1,-1,,
Murakami_2015,20160407,20160324,1607,8,,1.43,1,,,
Murakami_2015,20160407,20160324,1607,9,,3.01,1,-1,,
Murakami_2015,20160407,20160324,1607,10,,3.48,1,-1,,
Murakami_2015,20160407,20160324,1607,11,,2.16,1,,,
Murakami_2015,20160407,20160324,1607,12,WFR,1.85,1,-1,,
Murakami_2015,20160407,20160324,1607,13,WFR,1.91,1,-1,,
Murakami_2015,20160407,20160324,1607,14,,2.34,1,1,,
Murakami_2015,20160407,20160324,1607,15,,2.29,1,,,
Murakami_2015,20160407,20160324,1607,16,,2.52,1,,,
Murakami_2015,20160407,20160324,1607,17,,2.31,1,,,
Murakami_2015,20160407,20160324,1607,18,WFR,2.24,1,-1,,
Murakami_2015,20160407,20160324,1607,19,W,2.06,1,-1,,
Murakami_2015,20160407,20160324,1607,20,,1.78,1,,,
Murakami_2015,20160407,20160324,1607,21,,2.1,1,,,
Murakami_2015,20160407,20160324,1607,22,,1.99,1,,,
Murakami_2015,20160407,20160324,1607,23,,1.96,1,1,,
Murakami_2015,20160407,20160324,1607,24,,1.67,1,,,
Murakami_2015,20160407,20160324,1607,25,W,1.99,1,-1,,
Murakami_2015,20160407,20160324,1607,26,WFR,2.06,1,-1,,
Murakami_2015,20160407,20160324,1607,27,,NA,1,,,
Murakami_2015,20160407,20160324,1608,1,W,1.99,1,-1,,
Murakami_2015,20160407,20160324,1608,2,,2.18,1,1,,
Murakami_2015,20160407,20160324,1608,3,W,2.02,1,-1,,
Murakami_2015,20160407,20160324,1608,4,,NA,1,,,
Murakami_2015,20160407,20160324,1608,5,WFR,2.02,1,-1,,
Murakami_2015,20160407,20160324,1608,6,,1.8,1,,,
Murakami_2015,20160407,20160324,1608,7,W,2.36,1,-1,,
Murakami_2015,20160407,20160324,1608,8,,NA,1,,,
Murakami_2015,20160407,20160324,1608,9,,1.84,1,,,
Murakami_2015,20160407,20160324,1608,10,,2.6,1,1,,
Murakami_2015,20160407,20160324,1608,11,WFR,2.28,1,-1,,
Murakami_2015,20160407,20160324,1608,12,,2.09,1,-1,,
Murakami_2015,20160407,20160324,1608,13,,1.58,1,,,
Murakami_2015,20160407,20160324,1608,14,,NA,1,,,
Murakami_2015,20160407,20160324,1608,15,,NA,1,,,
Murakami_2015,20160407,20160324,1608,16,,1.34,1,,,
Murakami_2015,20160407,20160324,1608,17,WFR,1.78,1,-1,,
Murakami_2015,20160407,20160324,1608,18,,0.51,1,2,,
Murakami_2015,20160407,20160324,1608,19,,NA,1,,,
Murakami_2015,20160407,20160324,1608,20,,1.18,1,,,
Murakami_2015,20160407,20160324,1608,21,,NA,1,,,
Murakami_2015,20160407,20160324,1608,22,WFR,2.2,1,-1,,
Murakami_2015,20160407,20160324,1608,23,W,2.11,1,-1,,
Murakami_2015,20160407,20160324,1608,24,,1.49,1,,,
Murakami_2015,20160615,20160607,1609,1,,NA,1,,,
Murakami_2015,20160615,20160607,1609,2,WFR,2.22,1,-1,,
Murakami_2015,20160615,20160607,1609,3,WFR,1.95,1,-1,,
Murakami_2015,20160615,20160607,1609,4,WFR,2.07,1,,,
Murakami_2015,20160615,20160607,1609,5,WFR,2.46,1,,,
Murakami_2015,20160615,20160607,1609,6,,NA,1,,,
Murakami_2015,20160615,20160607,1609,7,W,1.85,1,-1,,
Murakami_2015,20160615,20160607,1609,8,,NA,0,,,
Murakami_2015,20160615,20160607,1609,9,W,2.1,1,-1,,
Murakami_2015,20160615,20160607,1609,10,W,2.29,1,-1,,
Murakami_2015,20160615,20160607,1609,11,WFR,2.2,1,-1,,
Murakami_2015,20160615,20160607,1609,12,,1.31,1,2,,
Murakami_2015,20160615,20160607,1609,13,W,2.4,1,-1,,
Murakami_2015,20160615,20160607,1609,14,,NA,0,,,
Murakami_2015,20160615,20160607,1609,15,,1.72,1,1,,
Murakami_2015,20160615,20160607,1609,16,W,2.04,1,-1,,
Murakami_2015,20160615,20160607,1609,17,,2.16,1,2,,
Murakami_2015,20160615,20160607,1609,18,,1.71,1,1,,
Murakami_2015,20160615,20160607,1609,19,,1.59,1,1,,
Murakami_2015,20160615,20160607,1609,20,,NA,1,,,
Murakami_2015,20160615,20160607,1609,21,,1.58,1,,,
Murakami_2015,20160615,20160607,1609,22,WFR,1.91,1,-1,,
Murakami_2015,20160615,20160607,1609,23,,NA,1,,,
Murakami_2015,20160615,20160607,1609,24,W,2.08,1,-1,,
Murakami_2015,20160623,20160615,1610,1,W,2.19,1,-1,,
Murakami_2015,20160623,20160615,1610,2,,2.2,1,,,
Murakami_2015,20160623,20160615,1610,3,,2.51,1,,,
Murakami_2015,20160623,20160615,1610,4,W,2.05,1,-1,,
Murakami_2015,20160623,20160615,1610,5,W,2.31,1,-1,,
Murakami_2015,20160623,20160615,1610,6,W,2.2,1,-1,,
Murakami_2015,20160623,20160615,1610,7,W,2.13,1,,,
Murakami_2015,20160623,20160615,1610,8,,1.87,1,,,
Murakami_2015,20160623,20160615,1610,9,,2.61,1,1,,
Murakami_2015,20160623,20160615,1610,10,,2.14,1,,,
Murakami_2015,20160623,20160615,1610,11,WFR,2,1,-1,,
Murakami_2015,20160623,20160615,1610,12,WFR,2.38,1,-1,,
Murakami_2015,20160623,20160615,1610,13,W,2.42,1,-1,,
Murakami_2015,20160623,20160615,1610,14,,2.29,1,2,,
Murakami_2015,20160623,20160615,1610,15,,1.95,1,,,
Murakami_2015,20160623,20160615,1610,16,,1.89,1,,,
Murakami_2015,20160623,20160615,1610,17,WFR,2.29,1,-1,,
Murakami_2015,20160623,20160615,1610,18,WFR,1.88,1,-1,,
Murakami_2015,20160623,20160615,1610,19,,2.11,1,1,,
Murakami_2015,20160623,20160615,1610,20,WFR,2.39,1,-1,,
Murakami_2015,20160623,20160615,1610,21,,2.3,1,2,,
Murakami_2015,20160623,20160615,1610,22,WFR,2.07,1,-1,,
Murakami_2015,20160623,20160615,1610,23,,2.67,1,2,,
Murakami_2015,20160623,20160615,1610,24,,1.96,1,1,,
Murakami_2015,20160701,20160623,1611,1,,2.02,1,1,,
Murakami_2015,20160701,20160623,1611,2,W,2.08,1,,,
Murakami_2015,20160701,20160623,1611,3,,NA,1,,,
Murakami_2015,20160701,20160623,1611,4,,NA,1,,,
Murakami_2015,20160701,20160623,1611,5,,1.84,1,2,,
Murakami_2015,20160701,20160623,1611,6,,2.13,1,1,,
Murakami_2015,20160701,20160623,1611,7,,2.04,1,,,
Murakami_2015,20160701,20160623,1611,8,W,2.2,1,-1,,
Murakami_2015,20160701,20160623,1611,9,,2.05,1,,,
Murakami_2015,20160701,20160623,1611,10,,1.44,1,1,,
Murakami_2015,20160701,20160623,1611,11,,1.6,1,,,
Murakami_2015,20160701,20160623,1611,12,,2.08,1,,,
Murakami_2015,20160701,20160623,1611,13,,2.45,1,2,,
Murakami_2015,20160701,20160623,1611,14,W,1.97,1,-1,,
Murakami_2015,20160701,20160623,1611,15,,NA,1,,,
Murakami_2015,20160701,20160623,1611,16,,NA,1,,,
Murakami_2015,20160701,20160623,1611,17,,2.32,1,,,
Murakami_2015,20160701,20160623,1611,18,,2.22,1,,,
Murakami_2015,20160701,20160623,1611,19,,2.22,1,,,
Murakami_2015,20160701,20160623,1611,20,,NA,1,,,
Murakami_2015,20160701,20160623,1611,21,,1.61,1,,,
Murakami_2015,20160701,20160623,1611,22,,1.9,1,,,
Murakami_2015,20160701,20160623,1611,23,,1.94,1,,,
Murakami_2015,20160701,20160623,1611,24,W,2.08,1,,,
Murakami_2015,20160708,20160630,1612,1,WFR,2.3,1,-1,,
Murakami_2015,20160708,20160630,1612,2,,NA,1,,,
Murakami_2015,20160708,20160630,1612,3,,1.46,1,2,,
Murakami_2015,20160708,20160630,1612,4,,NA,1,,,
Murakami_2015,20160708,20160630,1612,5,,1.59,1,,,
Murakami_2015,20160708,20160630,1612,6,,1.59,1,1,,
Murakami_2015,20160708,20160630,1612,7,W,1.98,1,-1,,
Murakami_2015,20160708,20160630,1612,8,W,2.09,1,-1,,
Murakami_2015,20160708,20160630,1612,9,WFR,2.1,1,-1,,
Murakami_2015,20160708,20160630,1612,10,,2.41,1,,,
Murakami_2015,20160708,20160630,1612,11,W,2.2,1,-1,,
Murakami_2015,20160708,20160630,1612,12,WFR,1.65,1,-1,,
Murakami_2015,20160708,20160630,1612,13,WFR,2.14,1,-1,,
Murakami_2015,20160708,20160630,1612,14,W,2.11,1,-1,,
Murakami_2015,20160708,20160630,1612,15,,NA,1,,,
Murakami_2015,20160708,20160630,1612,16,,NA,1,,,
Murakami_2015,20160708,20160630,1612,17,W,1.96,1,-1,,
Murakami_2015,20160708,20160630,1612,18,,NA,1,,,
Murakami_2015,20160708,20160630,1612,19,,1.54,1,,,
Murakami_2015,20160708,20160630,1612,20,,NA,1,,,
Murakami_2015,20160708,20160630,1612,21,W,2.28,1,-1,,
Murakami_2015,20160708,20160630,1612,22,,1.76,1,2,,
Murakami_2015,20160708,20160630,1612,23,WFR,2.1,1,-1,,
Murakami_2015,20160708,20160630,1612,24,WFR,1.99,1,-1,,
Murakami_2015,20160715,20160707,1613,8,,1.67,1,,,
Murakami_2015,20160715,20160707,1613,1,,1.92,1,-1,,
Murakami_2015,20160715,20160707,1613,2,,1.99,1,,,
Murakami_2015,20160715,20160707,1613,4,W,2.04,1,-1,,
Murakami_2015,20160715,20160707,1613,13,WFR,2.16,1,-1,,
Murakami_2015,20160715,20160707,1613,7,WFR,2.21,1,-1,,
Murakami_2015,20160715,20160707,1613,3,,2.24,1,,,
Murakami_2015,20160715,20160707,1613,16,,2.31,1,2,,
Murakami_2015,20160715,20160707,1613,10,,2.33,1,,,
Murakami_2015,20160715,20160707,1613,15,W,2.36,1,-1,,
Murakami_2015,20160715,20160707,1613,5,,2.37,1,,,
Murakami_2015,20160715,20160707,1613,21,,2.4,1,,,
Murakami_2015,20160715,20160707,1613,23,,2.46,1,,,
Murakami_2015,20160715,20160707,1613,9,WFR,2.53,1,-1,,
Murakami_2015,20160715,20160707,1613,12,W,2.53,1,-1,,
Murakami_2015,20160715,20160707,1613,6,W,2.56,1,-1,,
Murakami_2015,20160715,20160707,1613,17,WFR,2.56,1,-1,,
Murakami_2015,20160715,20160707,1613,22,,2.61,1,2,,
Murakami_2015,20160715,20160707,1613,24,,2.68,1,,,
Murakami_2015,20160715,20160707,1613,14,WFR,2.8,1,-1,,
Murakami_2015,20160715,20160707,1613,19,W,2.83,1,-1,,
Murakami_2015,20160715,20160707,1613,11,W,2.91,1,-1,,
Murakami_2015,20160715,20160707,1613,18,WFR,3.08,1,-1,,
Murakami_2015,20160715,20160707,1613,20,,NA,1,,,
Murakami_2015,20160722,20160707,1613,4,W,4.19,1,-1,,
Murakami_2015,20160722,20160707,1613,6,W,4.57,1,-1,,
Murakami_2015,20160722,20160707,1613,11,W,4.49,1,-1,,
Murakami_2015,20160722,20160707,1613,12,W,4.54,1,-1,,
Murakami_2015,20160722,20160707,1613,15,W,4.05,1,-1,,
Murakami_2015,20160722,20160707,1613,19,W,4.67,1,-1,,
Murakami_2015,20160722,20160707,1613,7,WFR,9.8,1,-1,,
Murakami_2015,20160722,20160707,1613,9,WFR,9.39,1,-1,,
Murakami_2015,20160722,20160707,1613,13,WFR,10.28,1,-1,,
Murakami_2015,20160722,20160707,1613,14,WFR,9.93,1,-1,,
Murakami_2015,20160722,20160707,1613,17,WFR,10.11,1,-1,,
Murakami_2015,20160722,20160707,1613,18,WFR,9.77,1,-1,,
Murakami_2015,20160812,20160804,1614,14,,1.04,1,,,
Murakami_2015,20160812,20160804,1614,7,,1.33,1,,,
Murakami_2015,20160812,20160804,1614,11,,1.39,1,,,
Murakami_2015,20160812,20160804,1614,2,,1.53,1,,,
Murakami_2015,20160812,20160804,1614,9,W,1.57,1,,,
Murakami_2015,20160812,20160804,1614,19,,1.63,1,,,
Murakami_2015,20160812,20160804,1614,18,WFR,1.8,1,-1,,
Murakami_2015,20160812,20160804,1614,4,,1.85,1,,,
Murakami_2015,20160812,20160804,1614,21,WFR,1.9,1,,,
Murakami_2015,20160812,20160804,1614,6,,1.95,1,2,,
Murakami_2015,20160812,20160804,1614,5,W,2.03,1,-1,,
Murakami_2015,20160812,20160804,1614,3,WFR,2.05,1,,,
Murakami_2015,20160812,20160804,1614,1,W,2.11,1,-1,,
Murakami_2015,20160812,20160804,1614,10,W,2.11,1,-1,,
Murakami_2015,20160812,20160804,1614,12,WFR,2.18,1,-1,,
Murakami_2015,20160812,20160804,1614,20,,2.24,1,,,
Murakami_2015,20160812,20160804,1614,24,W,2.26,1,-1,,
Murakami_2015,20160812,20160804,1614,22,WFR,2.27,1,-1,,
Murakami_2015,20160812,20160804,1614,13,,2.32,1,1,,
Murakami_2015,20160812,20160804,1614,17,WFR,2.51,1,-1,,
Murakami_2015,20160812,20160804,1614,16,,2.52,1,,,
Murakami_2015,20160812,20160804,1614,23,,2.57,1,,,
Murakami_2015,20160812,20160804,1614,15,,2.59,1,,,
Murakami_2015,20160812,20160804,1614,8,W,2.66,1,-1,,
Murakami_2015,20160819,20160811,1615,1,WFR,1.96,1,,,
Murakami_2015,20160819,20160811,1615,2,WFR,2.63,1,-1,,
Murakami_2015,20160819,20160811,1615,3,W,1.75,1,,,
Murakami_2015,20160819,20160811,1615,4,,2.34,1,1,,
Murakami_2015,20160819,20160811,1615,5,,1.42,1,,,
Murakami_2015,20160819,20160811,1615,6,W,2.73,1,-1,,
Murakami_2015,20160819,20160811,1615,7,W,2.56,1,-1,,
Murakami_2015,20160819,20160811,1615,8,WFR,2.77,1,1,,
Murakami_2015,20160819,20160811,1615,9,W,2.5,1,-1,,
Murakami_2015,20160819,20160811,1615,10,WFR,2.86,1,-1,,
Murakami_2015,20160819,20160811,1615,11,WFR,2.21,1,,,
Murakami_2015,20160819,20160811,1615,12,,1.26,1,,,
Murakami_2015,20160819,20160811,1615,13,,1.97,1,2,,
Murakami_2015,20160819,20160811,1615,14,WFR,1.96,1,,,
Murakami_2015,20160819,20160811,1615,15,W,2.92,1,-1,,
Murakami_2015,20160819,20160811,1615,16,,1.27,1,,,
Murakami_2015,20160819,20160811,1615,17,,2.06,1,1,,
Murakami_2015,20160819,20160811,1615,18,W,2.15,1,,,
Murakami_2015,20160819,20160811,1615,19,,2.49,1,1,,
Murakami_2015,20160819,20160811,1615,20,,2.16,1,,,
Murakami_2015,20160819,20160811,1615,21,,1.86,1,1,,
Murakami_2015,20160819,20160811,1615,22,,2.7,1,2,,
Murakami_2015,20160819,20160811,1615,23,,2.34,1,1,,
Murakami_2015,20160819,20160811,1615,24,,2.48,1,1,,
Murakami_2015,20160902,20160825,1616,3,W,1.99,1,-1,,
Murakami_2015,20160902,20160825,1616,24,,2,1,,,
Murakami_2015,20160902,20160825,1616,20,,2.04,1,2,,
Murakami_2015,20160902,20160825,1616,22,WFR,2.08,1,-1,,
Murakami_2015,20160902,20160825,1616,19,WFR,2.09,1,-1,,
Murakami_2015,20160902,20160825,1616,21,,2.11,1,,,
Murakami_2015,20160902,20160825,1616,12,,2.19,1,,,
Murakami_2015,20160902,20160825,1616,13,W,2.19,1,-1,,
Murakami_2015,20160902,20160825,1616,23,,2.23,1,,,
Murakami_2015,20160902,20160825,1616,18,,2.24,1,,,
Murakami_2015,20160902,20160825,1616,2,,2.28,1,1,,
Murakami_2015,20160902,20160825,1616,11,WFR,2.29,1,-1,,
Murakami_2015,20160902,20160825,1616,10,W,2.36,1,-1,,
Murakami_2015,20160902,20160825,1616,14,W,2.36,1,-1,,
Murakami_2015,20160902,20160825,1616,17,WFR,2.41,1,-1,,
Murakami_2015,20160902,20160825,1616,1,W,2.45,1,-1,,
Murakami_2015,20160902,20160825,1616,4,,2.47,1,,,
Murakami_2015,20160902,20160825,1616,5,,2.47,1,,,
Murakami_2015,20160902,20160825,1616,16,,2.5,1,2,,
Murakami_2015,20160902,20160825,1616,8,WFR,2.53,1,,,
Murakami_2015,20160902,20160825,1616,6,WFR,2.54,1,-1,,
Murakami_2015,20160902,20160825,1616,9,,2.54,1,,,
Murakami_2015,20160902,20160825,1616,7,W,2.6,1,-1,,
Murakami_2015,20160902,20160825,1616,15,,2.74,1,,,